date,sku_id,sku_name,sku_category,daypart,base_quantity_sold,avg_unit_price
2024-08-06,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,5,2.1
2024-08-06,country_sourdough,Country Sourdough,Bread,evening,11,1.625
2024-08-06,country_sourdough,Country Sourdough,Bread,midday,12,1.7541666666666667
2024-08-06,country_sourdough,Country Sourdough,Bread,morning,8,1.6428571428571428
2024-08-06,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,19,5.533333333333333
2024-08-06,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,1,4.5
2024-08-06,pain_au_chocolat,Pain au Chocolat,Pastry,evening,2,1.2
2024-08-06,pain_au_chocolat,Pain au Chocolat,Pastry,midday,2,1.2
2024-08-06,pain_au_chocolat,Pain au Chocolat,Pastry,morning,2,1.2
2024-08-06,traditional_baguette,Traditional Baguette,Bread,evening,26,1.1785714285714286
2024-08-06,traditional_baguette,Traditional Baguette,Bread,midday,85,1.1142857142857143
2024-08-06,traditional_baguette,Traditional Baguette,Bread,morning,27,1.0375
2024-08-08,brioche,Brioche,Pastry,midday,1,5.0
2024-08-08,butter_croissant,Butter Croissant,Pastry,midday,14,1.22
2024-08-08,butter_croissant,Butter Croissant,Pastry,morning,4,1.2
2024-08-08,chocolate_cookie,Chocolate Cookie,Dessert,evening,2,1.0
2024-08-08,chocolate_cookie,Chocolate Cookie,Dessert,midday,1,1.0
2024-08-08,country_sourdough,Country Sourdough,Bread,evening,4,1.9
2024-08-08,country_sourdough,Country Sourdough,Bread,midday,14,1.9318181818181819
2024-08-08,country_sourdough,Country Sourdough,Bread,morning,8,1.3
2024-08-08,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,evening,1,5.0
2024-08-08,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,11,5.666666666666667
2024-08-08,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,2,4.5
2024-08-08,pain_au_chocolat,Pain au Chocolat,Pastry,evening,1,1.2
2024-08-08,pain_au_chocolat,Pain au Chocolat,Pastry,midday,3,1.2
2024-08-08,pain_au_chocolat,Pain au Chocolat,Pastry,morning,11,1.2
2024-08-08,traditional_baguette,Traditional Baguette,Bread,evening,31,1.1921052631578946
2024-08-08,traditional_baguette,Traditional Baguette,Bread,midday,87,1.107258064516129
2024-08-08,traditional_baguette,Traditional Baguette,Bread,morning,27,1.1178571428571429
2024-08-09,brioche,Brioche,Pastry,midday,1,5.0
2024-08-09,butter_croissant,Butter Croissant,Pastry,midday,19,1.1
2024-08-09,butter_croissant,Butter Croissant,Pastry,morning,21,1.1
2024-08-09,chocolate_cookie,Chocolate Cookie,Dessert,evening,2,1.0
2024-08-09,chocolate_cookie,Chocolate Cookie,Dessert,midday,3,1.0
2024-08-09,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,2,2.1
2024-08-09,country_sourdough,Country Sourdough,Bread,evening,8,1.842857142857143
2024-08-09,country_sourdough,Country Sourdough,Bread,midday,22,1.7023809523809523
2024-08-09,country_sourdough,Country Sourdough,Bread,morning,2,1.4
2024-08-09,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,evening,1,6.5
2024-08-09,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,15,4.642857142857143
2024-08-09,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,3,5.5
2024-08-09,pain_au_chocolat,Pain au Chocolat,Pastry,midday,16,1.2
2024-08-09,pain_au_chocolat,Pain au Chocolat,Pastry,morning,8,1.2
2024-08-09,traditional_baguette,Traditional Baguette,Bread,evening,17,1.175
2024-08-09,traditional_baguette,Traditional Baguette,Bread,midday,72,1.097872340425532
2024-08-09,traditional_baguette,Traditional Baguette,Bread,morning,16,1.1033333333333333
2024-08-10,brioche,Brioche,Pastry,midday,2,5.0
2024-08-10,butter_croissant,Butter Croissant,Pastry,evening,14,1.1
2024-08-10,butter_croissant,Butter Croissant,Pastry,midday,2,1.1
2024-08-10,butter_croissant,Butter Croissant,Pastry,morning,17,1.1
2024-08-10,chocolate_cookie,Chocolate Cookie,Dessert,evening,1,1.0
2024-08-10,chocolate_cookie,Chocolate Cookie,Dessert,midday,1,1.0
2024-08-10,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,1,2.1
2024-08-10,country_sourdough,Country Sourdough,Bread,evening,3,1.45
2024-08-10,country_sourdough,Country Sourdough,Bread,midday,20,1.9823529411764704
2024-08-10,country_sourdough,Country Sourdough,Bread,morning,8,1.5166666666666666
2024-08-10,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,4,6.5
2024-08-10,pain_au_chocolat,Pain au Chocolat,Pastry,evening,4,1.2
2024-08-10,pain_au_chocolat,Pain au Chocolat,Pastry,midday,2,1.2
2024-08-10,pain_au_chocolat,Pain au Chocolat,Pastry,morning,19,1.2
2024-08-10,traditional_baguette,Traditional Baguette,Bread,evening,15,1.1727272727272726
2024-08-10,traditional_baguette,Traditional Baguette,Bread,midday,119,1.145138888888889
2024-08-10,traditional_baguette,Traditional Baguette,Bread,morning,36,1.17
2024-08-11,brioche,Brioche,Pastry,morning,2,5.0
2024-08-11,butter_croissant,Butter Croissant,Pastry,midday,15,1.1857142857142857
2024-08-11,butter_croissant,Butter Croissant,Pastry,morning,36,1.1
2024-08-11,chocolate_cookie,Chocolate Cookie,Dessert,midday,4,1.0
2024-08-11,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,4,2.1
2024-08-11,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,2,2.1
2024-08-11,country_sourdough,Country Sourdough,Bread,midday,26,1.910869565217391
2024-08-11,country_sourdough,Country Sourdough,Bread,morning,4,1.4
2024-08-11,pain_au_chocolat,Pain au Chocolat,Pastry,midday,19,1.2
2024-08-11,pain_au_chocolat,Pain au Chocolat,Pastry,morning,23,1.2
2024-08-11,traditional_baguette,Traditional Baguette,Bread,midday,148,1.1536458333333333
2024-08-11,traditional_baguette,Traditional Baguette,Bread,morning,49,1.0866666666666667
2024-08-12,brioche,Brioche,Pastry,evening,1,5.0
2024-08-12,brioche,Brioche,Pastry,midday,1,5.0
2024-08-12,butter_croissant,Butter Croissant,Pastry,evening,2,1.4
2024-08-12,butter_croissant,Butter Croissant,Pastry,midday,3,1.1
2024-08-12,butter_croissant,Butter Croissant,Pastry,morning,13,1.1428571428571428
2024-08-12,chocolate_cookie,Chocolate Cookie,Dessert,morning,7,1.0
2024-08-12,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,2,2.1
2024-08-12,country_sourdough,Country Sourdough,Bread,evening,8,1.6500000000000001
2024-08-12,country_sourdough,Country Sourdough,Bread,midday,13,1.29
2024-08-12,country_sourdough,Country Sourdough,Bread,morning,6,1.94
2024-08-12,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,15,5.0
2024-08-12,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,1,6.5
2024-08-12,pain_au_chocolat,Pain au Chocolat,Pastry,evening,4,1.2
2024-08-12,pain_au_chocolat,Pain au Chocolat,Pastry,midday,7,1.2
2024-08-12,pain_au_chocolat,Pain au Chocolat,Pastry,morning,6,1.2
2024-08-12,traditional_baguette,Traditional Baguette,Bread,evening,20,1.157142857142857
2024-08-12,traditional_baguette,Traditional Baguette,Bread,midday,68,1.1452380952380952
2024-08-12,traditional_baguette,Traditional Baguette,Bread,morning,41,1.0392857142857141
2024-08-13,butter_croissant,Butter Croissant,Pastry,evening,2,1.25
2024-08-13,butter_croissant,Butter Croissant,Pastry,midday,11,1.1
2024-08-13,butter_croissant,Butter Croissant,Pastry,morning,12,1.1
2024-08-13,chocolate_cookie,Chocolate Cookie,Dessert,midday,5,1.0
2024-08-13,chocolate_cookie,Chocolate Cookie,Dessert,morning,1,1.0
2024-08-13,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,1,2.1
2024-08-13,country_sourdough,Country Sourdough,Bread,evening,3,1.4666666666666668
2024-08-13,country_sourdough,Country Sourdough,Bread,midday,14,1.6615384615384616
2024-08-13,country_sourdough,Country Sourdough,Bread,morning,2,2.95
2024-08-13,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,11,5.277777777777778
2024-08-13,pain_au_chocolat,Pain au Chocolat,Pastry,evening,1,1.2
2024-08-13,pain_au_chocolat,Pain au Chocolat,Pastry,midday,3,1.2
2024-08-13,pain_au_chocolat,Pain au Chocolat,Pastry,morning,8,1.2
2024-08-13,traditional_baguette,Traditional Baguette,Bread,evening,28,1.0916666666666666
2024-08-13,traditional_baguette,Traditional Baguette,Bread,midday,61,1.0769230769230769
2024-08-13,traditional_baguette,Traditional Baguette,Bread,morning,17,1.0909090909090908
2024-08-15,brioche,Brioche,Pastry,midday,1,5.0
2024-08-15,butter_croissant,Butter Croissant,Pastry,evening,7,1.25
2024-08-15,butter_croissant,Butter Croissant,Pastry,midday,3,1.1
2024-08-15,butter_croissant,Butter Croissant,Pastry,morning,17,1.1
2024-08-15,chocolate_cookie,Chocolate Cookie,Dessert,evening,1,1.0
2024-08-15,chocolate_cookie,Chocolate Cookie,Dessert,midday,1,1.0
2024-08-15,chocolate_cookie,Chocolate Cookie,Dessert,morning,1,1.0
2024-08-15,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,2,2.1
2024-08-15,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,3,2.1
2024-08-15,country_sourdough,Country Sourdough,Bread,evening,4,1.7666666666666666
2024-08-15,country_sourdough,Country Sourdough,Bread,midday,15,1.8346153846153845
2024-08-15,country_sourdough,Country Sourdough,Bread,morning,7,1.44
2024-08-15,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,15,5.428571428571429
2024-08-15,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,1,4.5
2024-08-15,pain_au_chocolat,Pain au Chocolat,Pastry,evening,1,1.2
2024-08-15,pain_au_chocolat,Pain au Chocolat,Pastry,morning,17,1.2
2024-08-15,traditional_baguette,Traditional Baguette,Bread,evening,25,1.1527777777777777
2024-08-15,traditional_baguette,Traditional Baguette,Bread,midday,61,1.1470588235294117
2024-08-15,traditional_baguette,Traditional Baguette,Bread,morning,17,1.1033333333333333
2024-08-16,butter_croissant,Butter Croissant,Pastry,evening,5,1.25
2024-08-16,butter_croissant,Butter Croissant,Pastry,midday,5,1.1
2024-08-16,butter_croissant,Butter Croissant,Pastry,morning,30,1.1500000000000001
2024-08-16,chocolate_cookie,Chocolate Cookie,Dessert,midday,2,1.0
2024-08-16,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,3,2.1
2024-08-16,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,1,2.1
2024-08-16,country_sourdough,Country Sourdough,Bread,evening,4,1.7
2024-08-16,country_sourdough,Country Sourdough,Bread,midday,11,2.2409090909090907
2024-08-16,country_sourdough,Country Sourdough,Bread,morning,4,1.4666666666666668
2024-08-16,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,24,5.217619047619047
2024-08-16,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,1,3.5
2024-08-16,pain_au_chocolat,Pain au Chocolat,Pastry,evening,5,1.2
2024-08-16,pain_au_chocolat,Pain au Chocolat,Pastry,midday,4,1.2
2024-08-16,pain_au_chocolat,Pain au Chocolat,Pastry,morning,17,1.2
2024-08-16,traditional_baguette,Traditional Baguette,Bread,evening,36,1.1476190476190475
2024-08-16,traditional_baguette,Traditional Baguette,Bread,midday,62,1.172972972972973
2024-08-16,traditional_baguette,Traditional Baguette,Bread,morning,16,1.0125
2024-08-17,brioche,Brioche,Pastry,midday,2,5.0
2024-08-17,butter_croissant,Butter Croissant,Pastry,midday,15,1.1
2024-08-17,butter_croissant,Butter Croissant,Pastry,morning,12,1.1
2024-08-17,chocolate_cookie,Chocolate Cookie,Dessert,midday,4,1.0
2024-08-17,chocolate_cookie,Chocolate Cookie,Dessert,morning,3,1.0
2024-08-17,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,1,2.1
2024-08-17,country_sourdough,Country Sourdough,Bread,evening,10,1.725
2024-08-17,country_sourdough,Country Sourdough,Bread,midday,16,1.669230769230769
2024-08-17,country_sourdough,Country Sourdough,Bread,morning,6,2.2666666666666666
2024-08-17,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,1,6.5
2024-08-17,pain_au_chocolat,Pain au Chocolat,Pastry,evening,2,1.2
2024-08-17,pain_au_chocolat,Pain au Chocolat,Pastry,midday,6,1.2
2024-08-17,pain_au_chocolat,Pain au Chocolat,Pastry,morning,8,1.2
2024-08-17,traditional_baguette,Traditional Baguette,Bread,evening,35,1.1659090909090908
2024-08-17,traditional_baguette,Traditional Baguette,Bread,midday,81,1.1275862068965519
2024-08-17,traditional_baguette,Traditional Baguette,Bread,morning,58,1.1099999999999999
2024-08-18,brioche,Brioche,Pastry,morning,1,5.0
2024-08-18,butter_croissant,Butter Croissant,Pastry,midday,12,1.1
2024-08-18,butter_croissant,Butter Croissant,Pastry,morning,30,1.1
2024-08-18,chocolate_cookie,Chocolate Cookie,Dessert,midday,9,1.0
2024-08-18,chocolate_cookie,Chocolate Cookie,Dessert,morning,1,1.0
2024-08-18,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,5,3.9
2024-08-18,country_sourdough,Country Sourdough,Bread,midday,18,1.7666666666666666
2024-08-18,country_sourdough,Country Sourdough,Bread,morning,17,1.5833333333333333
2024-08-18,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,3,4.666666666666667
2024-08-18,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,1,6.5
2024-08-18,pain_au_chocolat,Pain au Chocolat,Pastry,midday,11,1.2
2024-08-18,pain_au_chocolat,Pain au Chocolat,Pastry,morning,36,1.2
2024-08-18,traditional_baguette,Traditional Baguette,Bread,midday,161,1.1744897959183673
2024-08-18,traditional_baguette,Traditional Baguette,Bread,morning,53,1.1
2024-08-19,brioche,Brioche,Pastry,morning,1,5.0
2024-08-19,butter_croissant,Butter Croissant,Pastry,evening,3,1.1
2024-08-19,butter_croissant,Butter Croissant,Pastry,midday,9,1.1500000000000001
2024-08-19,butter_croissant,Butter Croissant,Pastry,morning,9,1.22
2024-08-19,chocolate_cookie,Chocolate Cookie,Dessert,evening,4,1.0
2024-08-19,chocolate_cookie,Chocolate Cookie,Dessert,midday,2,1.0
2024-08-19,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,2,2.1
2024-08-19,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,1,2.1
2024-08-19,country_sourdough,Country Sourdough,Bread,evening,9,1.5916666666666668
2024-08-19,country_sourdough,Country Sourdough,Bread,midday,12,1.883333333333333
2024-08-19,country_sourdough,Country Sourdough,Bread,morning,5,1.5
2024-08-19,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,11,5.071428571428571
2024-08-19,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,6,4.7
2024-08-19,pain_au_chocolat,Pain au Chocolat,Pastry,evening,6,1.2
2024-08-19,pain_au_chocolat,Pain au Chocolat,Pastry,midday,2,1.2
2024-08-19,pain_au_chocolat,Pain au Chocolat,Pastry,morning,6,1.2
2024-08-19,traditional_baguette,Traditional Baguette,Bread,evening,14,1.1772727272727272
2024-08-19,traditional_baguette,Traditional Baguette,Bread,midday,74,1.100943396226415
2024-08-19,traditional_baguette,Traditional Baguette,Bread,morning,26,1.0970588235294116
2024-08-20,brioche,Brioche,Pastry,midday,1,5.0
2024-08-20,butter_croissant,Butter Croissant,Pastry,evening,2,1.1
2024-08-20,butter_croissant,Butter Croissant,Pastry,midday,12,1.1
2024-08-20,butter_croissant,Butter Croissant,Pastry,morning,12,1.175
2024-08-20,chocolate_cookie,Chocolate Cookie,Dessert,midday,5,1.0
2024-08-20,chocolate_cookie,Chocolate Cookie,Dessert,morning,3,1.0
2024-08-20,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,1,2.1
2024-08-20,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,1,2.1
2024-08-20,country_sourdough,Country Sourdough,Bread,evening,8,1.1428571428571428
2024-08-20,country_sourdough,Country Sourdough,Bread,midday,14,2.032142857142857
2024-08-20,country_sourdough,Country Sourdough,Bread,morning,12,1.45
2024-08-20,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,10,4.875
2024-08-20,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,2,4.5
2024-08-20,pain_au_chocolat,Pain au Chocolat,Pastry,evening,1,1.2
2024-08-20,pain_au_chocolat,Pain au Chocolat,Pastry,midday,4,1.2
2024-08-20,pain_au_chocolat,Pain au Chocolat,Pastry,morning,6,1.2
2024-08-20,traditional_baguette,Traditional Baguette,Bread,evening,34,1.1647058823529413
2024-08-20,traditional_baguette,Traditional Baguette,Bread,midday,64,1.1055555555555556
2024-08-20,traditional_baguette,Traditional Baguette,Bread,morning,23,1.0499999999999998
2024-08-22,brioche,Brioche,Pastry,midday,1,5.0
2024-08-22,butter_croissant,Butter Croissant,Pastry,evening,3,1.1
2024-08-22,butter_croissant,Butter Croissant,Pastry,midday,4,1.1
2024-08-22,butter_croissant,Butter Croissant,Pastry,morning,1,1.1
2024-08-22,chocolate_cookie,Chocolate Cookie,Dessert,evening,1,1.0
2024-08-22,chocolate_cookie,Chocolate Cookie,Dessert,morning,2,1.0
2024-08-22,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,1,2.1
2024-08-22,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,4,2.1
2024-08-22,country_sourdough,Country Sourdough,Bread,evening,4,1.6
2024-08-22,country_sourdough,Country Sourdough,Bread,midday,12,1.7208333333333332
2024-08-22,country_sourdough,Country Sourdough,Bread,morning,5,1.525
2024-08-22,fruit_tart,Fruit Tart,Dessert,evening,2,2.0
2024-08-22,fruit_tart,Fruit Tart,Dessert,midday,5,2.0
2024-08-22,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,16,5.7
2024-08-22,traditional_baguette,Traditional Baguette,Bread,evening,25,1.172222222222222
2024-08-22,traditional_baguette,Traditional Baguette,Bread,midday,88,1.1088235294117645
2024-08-22,traditional_baguette,Traditional Baguette,Bread,morning,15,1.0846153846153845
2024-08-23,butter_croissant,Butter Croissant,Pastry,evening,5,1.1
2024-08-23,butter_croissant,Butter Croissant,Pastry,midday,12,1.1857142857142857
2024-08-23,butter_croissant,Butter Croissant,Pastry,morning,17,1.1600000000000001
2024-08-23,chocolate_cookie,Chocolate Cookie,Dessert,evening,4,1.0
2024-08-23,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,2,2.1
2024-08-23,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,4,2.1
2024-08-23,country_sourdough,Country Sourdough,Bread,evening,2,1.55
2024-08-23,country_sourdough,Country Sourdough,Bread,midday,15,2.0785714285714283
2024-08-23,country_sourdough,Country Sourdough,Bread,morning,6,1.5899999999999999
2024-08-23,fruit_tart,Fruit Tart,Dessert,evening,2,2.0
2024-08-23,fruit_tart,Fruit Tart,Dessert,midday,4,2.0
2024-08-23,fruit_tart,Fruit Tart,Dessert,morning,2,2.0
2024-08-23,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,12,4.15
2024-08-23,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,2,6.5
2024-08-23,pain_au_chocolat,Pain au Chocolat,Pastry,evening,2,1.2
2024-08-23,pain_au_chocolat,Pain au Chocolat,Pastry,midday,5,1.2
2024-08-23,pain_au_chocolat,Pain au Chocolat,Pastry,morning,16,1.2
2024-08-23,traditional_baguette,Traditional Baguette,Bread,evening,25,1.140625
2024-08-23,traditional_baguette,Traditional Baguette,Bread,midday,71,1.1722222222222223
2024-08-23,traditional_baguette,Traditional Baguette,Bread,morning,25,1.1500000000000001
2024-08-24,brioche,Brioche,Pastry,midday,1,5.0
2024-08-24,butter_croissant,Butter Croissant,Pastry,evening,1,1.1
2024-08-24,butter_croissant,Butter Croissant,Pastry,midday,10,1.1600000000000001
2024-08-24,butter_croissant,Butter Croissant,Pastry,morning,13,1.1
2024-08-24,chocolate_cookie,Chocolate Cookie,Dessert,evening,1,1.0
2024-08-24,chocolate_cookie,Chocolate Cookie,Dessert,midday,1,1.0
2024-08-24,chocolate_cookie,Chocolate Cookie,Dessert,morning,1,1.0
2024-08-24,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,1,7.5
2024-08-24,country_sourdough,Country Sourdough,Bread,evening,2,1.45
2024-08-24,country_sourdough,Country Sourdough,Bread,midday,11,2.225
2024-08-24,country_sourdough,Country Sourdough,Bread,morning,9,1.4416666666666664
2024-08-24,fruit_tart,Fruit Tart,Dessert,evening,3,2.0
2024-08-24,fruit_tart,Fruit Tart,Dessert,midday,2,2.0
2024-08-24,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,5,3.125
2024-08-24,pain_au_chocolat,Pain au Chocolat,Pastry,evening,1,1.2
2024-08-24,pain_au_chocolat,Pain au Chocolat,Pastry,midday,10,1.2
2024-08-24,pain_au_chocolat,Pain au Chocolat,Pastry,morning,22,1.2
2024-08-24,traditional_baguette,Traditional Baguette,Bread,evening,21,1.2
2024-08-24,traditional_baguette,Traditional Baguette,Bread,midday,91,1.1410714285714285
2024-08-24,traditional_baguette,Traditional Baguette,Bread,morning,33,1.061904761904762
2024-08-25,brioche,Brioche,Pastry,morning,2,5.0
2024-08-25,butter_croissant,Butter Croissant,Pastry,midday,13,1.1600000000000001
2024-08-25,butter_croissant,Butter Croissant,Pastry,morning,27,1.1
2024-08-25,chocolate_cookie,Chocolate Cookie,Dessert,midday,5,1.0
2024-08-25,chocolate_cookie,Chocolate Cookie,Dessert,morning,2,1.0
2024-08-25,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,6,3.18
2024-08-25,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,1,2.1
2024-08-25,country_sourdough,Country Sourdough,Bread,midday,29,1.6219999999999999
2024-08-25,country_sourdough,Country Sourdough,Bread,morning,7,1.7333333333333334
2024-08-25,fruit_tart,Fruit Tart,Dessert,midday,12,2.0
2024-08-25,fruit_tart,Fruit Tart,Dessert,morning,2,2.0
2024-08-25,pain_au_chocolat,Pain au Chocolat,Pastry,midday,13,1.2
2024-08-25,pain_au_chocolat,Pain au Chocolat,Pastry,morning,9,1.2
2024-08-25,traditional_baguette,Traditional Baguette,Bread,midday,151,1.1351063829787233
2024-08-25,traditional_baguette,Traditional Baguette,Bread,morning,49,1.0931034482758621
2024-08-26,butter_croissant,Butter Croissant,Pastry,midday,3,1.1
2024-08-26,butter_croissant,Butter Croissant,Pastry,morning,28,1.1500000000000001
2024-08-26,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,1,2.1
2024-08-26,country_sourdough,Country Sourdough,Bread,evening,6,1.6333333333333335
2024-08-26,country_sourdough,Country Sourdough,Bread,midday,11,1.645
2024-08-26,country_sourdough,Country Sourdough,Bread,morning,10,1.3142857142857143
2024-08-26,fruit_tart,Fruit Tart,Dessert,midday,3,2.0
