date,time,ticket_number,article,quantity,unit_price,timestamp,hour,daypart
2024-08-03,10:12,150061.0,COUPE,1.0,0.15,2024-08-03 10:12:00,10,morning
2024-08-03,10:12,150061.0,BOULE 200G,1.0,1.1,2024-08-03 10:12:00,10,morning
2024-08-03,10:12,150061.0,COUPE,1.0,0.15,2024-08-03 10:12:00,10,morning
2024-08-03,10:17,150062.0,SPECIAL BREAD,1.0,2.4,2024-08-03 10:17:00,10,morning
2024-08-03,10:17,150062.0,COUPE,3.0,0.15,2024-08-03 10:17:00,10,morning
2024-08-03,10:17,150062.0,BOULE 400G,2.0,1.5,2024-08-03 10:17:00,10,morning
2024-08-03,10:18,150063.0,COUPE,1.0,0.15,2024-08-03 10:18:00,10,morning
2024-08-03,10:18,150063.0,GAL FRANGIPANE 6P,1.0,12.0,2024-08-03 10:18:00,10,morning
2024-08-03,10:18,150063.0,CAMPAGNE,1.0,1.8,2024-08-03 10:18:00,10,morning
2024-08-03,10:18,150063.0,COUPE,1.0,0.15,2024-08-03 10:18:00,10,morning
2024-08-03,10:18,150063.0,MOISSON,1.0,2.0,2024-08-03 10:18:00,10,morning
2024-08-03,10:18,150063.0,TRADITIONAL BAGUETTE,2.0,1.2,2024-08-03 10:18:00,10,morning
2024-08-03,10:22,150064.0,SAND JB EMMENTAL,1.0,3.5,2024-08-03 10:22:00,10,morning
2024-08-03,10:22,150065.0,SAND JB EMMENTAL,1.0,3.5,2024-08-03 10:22:00,10,morning
2024-08-03,10:22,150065.0,CAFE OU EAU,2.0,1.0,2024-08-03 10:22:00,10,morning
2024-08-03,10:24,150066.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 10:24:00,10,morning
2024-08-03,10:24,150066.0,BAGUETTE,1.0,0.9,2024-08-03 10:24:00,10,morning
2024-08-03,10:24,150066.0,PAIN AU CHOCOLAT,2.0,1.2,2024-08-03 10:24:00,10,morning
2024-08-03,10:24,150066.0,CROISSANT,2.0,1.1,2024-08-03 10:24:00,10,morning
2024-08-03,10:24,150067.0,CROISSANT,2.0,1.1,2024-08-03 10:24:00,10,morning
2024-08-03,10:24,150067.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 10:24:00,10,morning
2024-08-03,10:25,150068.0,BANETTINE,2.0,0.6,2024-08-03 10:25:00,10,morning
2024-08-03,10:29,150069.0,BANETTE,1.0,1.05,2024-08-03 10:29:00,10,morning
2024-08-03,10:29,150069.0,KOUIGN AMANN,2.0,2.1,2024-08-03 10:29:00,10,morning
2024-08-03,10:29,150069.0,BRIOCHE,1.0,5.0,2024-08-03 10:29:00,10,morning
2024-08-03,10:29,150069.0,CEREAL BAGUETTE,2.0,1.25,2024-08-03 10:29:00,10,morning
2024-08-03,10:33,150070.0,CROISSANT,2.0,1.1,2024-08-03 10:33:00,10,morning
2024-08-03,10:33,150070.0,BANETTE,1.0,1.05,2024-08-03 10:33:00,10,morning
2024-08-03,10:33,150070.0,PAIN AU CHOCOLAT,2.0,1.2,2024-08-03 10:33:00,10,morning
2024-08-03,10:34,150071.0,TRADITIONAL BAGUETTE,2.0,1.2,2024-08-03 10:34:00,10,morning
2024-08-03,10:34,150071.0,PAIN AU CHOCOLAT,4.0,1.2,2024-08-03 10:34:00,10,morning
2024-08-03,10:34,150071.0,CROISSANT,2.0,1.1,2024-08-03 10:34:00,10,morning
2024-08-03,10:39,150072.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 10:39:00,10,morning
2024-08-03,10:40,150073.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 10:40:00,10,morning
2024-08-03,10:42,150074.0,BANETTINE,1.0,0.6,2024-08-03 10:42:00,10,morning
2024-08-03,10:44,150075.0,COUPE,1.0,0.15,2024-08-03 10:44:00,10,morning
2024-08-03,10:44,150075.0,SEIGLE,1.0,1.8,2024-08-03 10:44:00,10,morning
2024-08-03,10:46,150076.0,TRADITIONAL BAGUETTE,2.0,1.2,2024-08-03 10:46:00,10,morning
2024-08-03,10:49,150077.0,COMPLET,1.0,1.5,2024-08-03 10:49:00,10,morning
2024-08-03,10:49,150077.0,PAIN AU CHOCOLAT,2.0,1.2,2024-08-03 10:49:00,10,morning
2024-08-03,10:49,150077.0,CROISSANT,2.0,1.1,2024-08-03 10:49:00,10,morning
2024-08-03,10:50,150078.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 10:50:00,10,morning
2024-08-03,10:50,150078.0,GAL FRANGIPANE 6P,1.0,12.0,2024-08-03 10:50:00,10,morning
2024-08-03,10:51,150079.0,BAGUETTE,1.0,0.9,2024-08-03 10:51:00,10,morning
2024-08-03,10:51,150079.0,DIVERS PATISSERIE,1.0,0.0,2024-08-03 10:51:00,10,morning
2024-08-03,10:51,150079.0,SPECIAL BREAD,1.0,2.4,2024-08-03 10:51:00,10,morning
2024-08-03,10:51,150079.0,GAL FRANGIPANE 4P,1.0,8.0,2024-08-03 10:51:00,10,morning
2024-08-03,10:53,150080.0,TRADITIONAL BAGUETTE,2.0,1.2,2024-08-03 10:53:00,10,morning
2024-08-03,10:53,150080.0,CROISSANT,3.0,1.1,2024-08-03 10:53:00,10,morning
2024-08-03,10:54,150081.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 10:54:00,10,morning
2024-08-03,10:54,150082.0,TRADITIONAL BAGUETTE,4.0,1.2,2024-08-03 10:54:00,10,morning
2024-08-03,10:54,150083.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 10:54:00,10,morning
2024-08-03,10:55,150084.0,CEREAL BAGUETTE,1.0,1.25,2024-08-03 10:55:00,10,morning
2024-08-03,10:55,150084.0,COOKIE,1.0,1.0,2024-08-03 10:55:00,10,morning
2024-08-03,10:55,150084.0,PAIN AU CHOCOLAT,4.0,1.2,2024-08-03 10:55:00,10,morning
2024-08-03,10:55,150084.0,CROISSANT,4.0,1.1,2024-08-03 10:55:00,10,morning
2024-08-03,10:56,150085.0,TRADITIONAL BAGUETTE,4.0,1.2,2024-08-03 10:56:00,10,morning
2024-08-03,10:57,150086.0,PAIN AU CHOCOLAT,1.0,1.2,2024-08-03 10:57:00,10,morning
2024-08-03,10:57,150086.0,CEREAL BAGUETTE,1.0,1.25,2024-08-03 10:57:00,10,morning
2024-08-03,10:57,150086.0,CROISSANT,2.0,1.1,2024-08-03 10:57:00,10,morning
2024-08-03,10:58,150087.0,BAGUETTE,2.0,0.9,2024-08-03 10:58:00,10,morning
2024-08-03,11:04,150088.0,TRADITIONAL BAGUETTE,2.0,1.2,2024-08-03 11:04:00,11,midday
2024-08-03,11:06,150089.0,BAGUETTE,1.0,0.9,2024-08-03 11:06:00,11,midday
2024-08-03,11:08,150090.0,CAFE OU EAU,1.0,1.0,2024-08-03 11:08:00,11,midday
2024-08-03,11:08,150090.0,PAIN AU CHOCOLAT,1.0,1.2,2024-08-03 11:08:00,11,midday
2024-08-03,11:08,150090.0,CROISSANT,1.0,1.1,2024-08-03 11:08:00,11,midday
2024-08-03,11:08,150090.0,TRADITIONAL BAGUETTE,2.0,1.2,2024-08-03 11:08:00,11,midday
2024-08-03,11:13,150091.0,TRADITIONAL BAGUETTE,5.0,1.2,2024-08-03 11:13:00,11,midday
2024-08-03,11:13,150091.0,BRIOCHE,1.0,5.0,2024-08-03 11:13:00,11,midday
2024-08-03,11:13,150091.0,SEIGLE,1.0,1.8,2024-08-03 11:13:00,11,midday
2024-08-03,11:13,150091.0,COMPLET,1.0,1.5,2024-08-03 11:13:00,11,midday
2024-08-03,11:14,150092.0,BAGUETTE,2.0,0.9,2024-08-03 11:14:00,11,midday
2024-08-03,11:14,150092.0,CROISSANT,6.0,1.1,2024-08-03 11:14:00,11,midday
2024-08-03,11:14,150093.0,FICELLE,1.0,0.6,2024-08-03 11:14:00,11,midday
2024-08-03,11:14,150093.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 11:14:00,11,midday
2024-08-03,11:15,150094.0,BANETTE,5.0,1.05,2024-08-03 11:15:00,11,midday
2024-08-03,11:16,150095.0,CROISSANT,2.0,1.1,2024-08-03 11:16:00,11,midday
2024-08-03,11:16,150095.0,PAIN AU CHOCOLAT,4.0,1.2,2024-08-03 11:16:00,11,midday
2024-08-03,11:16,150095.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 11:16:00,11,midday
2024-08-03,11:16,150095.0,PAIN AUX RAISINS,1.0,1.4,2024-08-03 11:16:00,11,midday
2024-08-03,11:17,150096.0,PAIN AUX RAISINS,1.0,1.4,2024-08-03 11:17:00,11,midday
2024-08-03,11:17,150096.0,CROISSANT,1.0,1.1,2024-08-03 11:17:00,11,midday
2024-08-03,11:17,150096.0,TRADITIONAL BAGUETTE,2.0,1.2,2024-08-03 11:17:00,11,midday
2024-08-03,11:18,150097.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 11:18:00,11,midday
2024-08-03,11:19,150098.0,CROISSANT,1.0,1.1,2024-08-03 11:19:00,11,midday
2024-08-03,11:19,150098.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 11:19:00,11,midday
2024-08-03,11:19,150098.0,PAIN AU CHOCOLAT,1.0,1.2,2024-08-03 11:19:00,11,midday
2024-08-03,11:19,150098.0,FICELLE,1.0,0.6,2024-08-03 11:19:00,11,midday
2024-08-03,11:19,150099.0,BANETTE,1.0,1.05,2024-08-03 11:19:00,11,midday
2024-08-03,11:20,150100.0,SPECIAL BREAD,1.0,2.4,2024-08-03 11:20:00,11,midday
2024-08-03,11:20,150100.0,COUPE,1.0,0.15,2024-08-03 11:20:00,11,midday
2024-08-03,11:22,150101.0,PAIN AU CHOCOLAT,1.0,1.2,2024-08-03 11:22:00,11,midday
2024-08-03,11:22,150101.0,CROISSANT,3.0,1.1,2024-08-03 11:22:00,11,midday
2024-08-03,11:22,150101.0,SPECIAL BREAD,1.0,2.4,2024-08-03 11:22:00,11,midday
2024-08-03,11:22,150101.0,COUPE,1.0,0.15,2024-08-03 11:22:00,11,midday
2024-08-03,11:22,150101.0,GAL POMME 6P,1.0,12.0,2024-08-03 11:22:00,11,midday
2024-08-03,11:22,150102.0,BAGUETTE,1.0,0.9,2024-08-03 11:22:00,11,midday
2024-08-03,11:23,150103.0,BANETTE,2.0,1.05,2024-08-03 11:23:00,11,midday
2024-08-03,11:23,150103.0,GAL POMME 4P,1.0,8.0,2024-08-03 11:23:00,11,midday
2024-08-03,11:24,150104.0,COOKIE,4.0,1.0,2024-08-03 11:24:00,11,midday
2024-08-03,11:25,150105.0,TRADITIONAL BAGUETTE,2.0,1.2,2024-08-03 11:25:00,11,midday
2024-08-03,11:25,150105.0,GAL FRANGIPANE 6P,1.0,12.0,2024-08-03 11:25:00,11,midday
2024-08-03,11:25,150105.0,BANETTE,1.0,1.05,2024-08-03 11:25:00,11,midday
2024-08-03,11:26,150106.0,FINANCIER X5,1.0,3.0,2024-08-03 11:26:00,11,midday
2024-08-03,11:26,150106.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 11:26:00,11,midday
2024-08-03,11:29,150107.0,BAGUETTE,2.0,0.9,2024-08-03 11:29:00,11,midday
2024-08-03,11:30,150108.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 11:30:00,11,midday
2024-08-03,11:30,150109.0,COUPE,2.0,0.15,2024-08-03 11:30:00,11,midday
2024-08-03,11:30,150109.0,SEIGLE,1.0,1.8,2024-08-03 11:30:00,11,midday
2024-08-03,11:30,150109.0,CEREAL BAGUETTE,3.0,1.25,2024-08-03 11:30:00,11,midday
2024-08-03,11:30,150109.0,VIK BREAD,2.0,2.5,2024-08-03 11:30:00,11,midday
2024-08-03,11:33,150110.0,COUPE,1.0,0.15,2024-08-03 11:33:00,11,midday
2024-08-03,11:33,150110.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 11:33:00,11,midday
2024-08-03,11:33,150110.0,MOISSON,1.0,2.0,2024-08-03 11:33:00,11,midday
2024-08-03,11:33,150110.0,GAL FRANGIPANE 6P,1.0,12.0,2024-08-03 11:33:00,11,midday
2024-08-03,11:34,150111.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 11:34:00,11,midday
2024-08-03,11:34,150112.0,BAGUETTE,2.0,0.9,2024-08-03 11:34:00,11,midday
2024-08-03,11:34,150112.0,GAL POMME 6P,1.0,12.0,2024-08-03 11:34:00,11,midday
2024-08-03,11:34,150112.0,BANETTE,1.0,1.05,2024-08-03 11:34:00,11,midday
2024-08-03,11:44,150113.0,DIVERS VIENNOISERIE,1.0,4.0,2024-08-03 11:44:00,11,midday
2024-08-03,11:44,150113.0,SAND JB EMMENTAL,5.0,3.5,2024-08-03 11:44:00,11,midday
2024-08-03,11:45,150114.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 11:45:00,11,midday
2024-08-03,11:45,150115.0,BANETTE,2.0,1.05,2024-08-03 11:45:00,11,midday
2024-08-03,11:45,150116.0,BAGUETTE,4.0,0.9,2024-08-03 11:45:00,11,midday
2024-08-03,11:46,150117.0,SPECIAL BREAD,1.0,2.4,2024-08-03 11:46:00,11,midday
2024-08-03,11:46,150117.0,BAGUETTE,1.0,0.9,2024-08-03 11:46:00,11,midday
2024-08-03,11:46,150118.0,TRADITIONAL BAGUETTE,3.0,1.2,2024-08-03 11:46:00,11,midday
2024-08-03,11:48,150119.0,BOULE 400G,2.0,1.5,2024-08-03 11:48:00,11,midday
2024-08-03,11:48,150119.0,PAIN AUX RAISINS,2.0,1.4,2024-08-03 11:48:00,11,midday
2024-08-03,11:48,150119.0,CROISSANT,2.0,1.1,2024-08-03 11:48:00,11,midday
2024-08-03,11:48,150119.0,COUPE,2.0,0.15,2024-08-03 11:48:00,11,midday
2024-08-03,11:48,150119.0,GAL POMME 4P,1.0,8.0,2024-08-03 11:48:00,11,midday
2024-08-03,11:49,150120.0,TRADITIONAL BAGUETTE,5.0,1.2,2024-08-03 11:49:00,11,midday
2024-08-03,11:49,150121.0,BANETTE,2.0,1.05,2024-08-03 11:49:00,11,midday
2024-08-03,11:50,150122.0,VIK BREAD,1.0,2.5,2024-08-03 11:50:00,11,midday
2024-08-03,11:50,150122.0,GACHE,1.0,5.0,2024-08-03 11:50:00,11,midday
2024-08-03,11:50,150122.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 11:50:00,11,midday
2024-08-03,11:50,150122.0,SEIGLE,1.0,1.8,2024-08-03 11:50:00,11,midday
2024-08-03,11:51,150123.0,GAL FRANGIPANE 6P,1.0,12.0,2024-08-03 11:51:00,11,midday
2024-08-03,11:51,150124.0,BAGUETTE,1.0,0.9,2024-08-03 11:51:00,11,midday
2024-08-03,11:52,150125.0,COMPLET,2.0,1.5,2024-08-03 11:52:00,11,midday
2024-08-03,11:52,150125.0,COUPE,2.0,0.15,2024-08-03 11:52:00,11,midday
2024-08-03,11:53,150126.0,BANETTE,1.0,1.05,2024-08-03 11:53:00,11,midday
2024-08-03,11:53,150127.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 11:53:00,11,midday
2024-08-03,11:54,150128.0,BAGUETTE,1.0,0.9,2024-08-03 11:54:00,11,midday
2024-08-03,11:58,150129.0,BANETTE,2.0,1.05,2024-08-03 11:58:00,11,midday
2024-08-03,11:59,150130.0,BANETTE,1.0,1.05,2024-08-03 11:59:00,11,midday
2024-08-03,12:00,150131.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 12:00:00,12,midday
2024-08-03,12:01,150132.0,PAIN AU CHOCOLAT,4.0,1.2,2024-08-03 12:01:00,12,midday
2024-08-03,12:01,150132.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 12:01:00,12,midday
2024-08-03,12:03,150133.0,COUPE,1.0,0.15,2024-08-03 12:03:00,12,midday
2024-08-03,12:03,150133.0,BANETTINE,1.0,0.6,2024-08-03 12:03:00,12,midday
2024-08-03,12:03,150133.0,MOISSON,1.0,2.0,2024-08-03 12:03:00,12,midday
2024-08-03,12:03,150134.0,BANETTE,1.0,1.05,2024-08-03 12:03:00,12,midday
2024-08-03,12:08,150135.0,SANDWICH COMPLET,2.0,4.5,2024-08-03 12:08:00,12,midday
2024-08-03,12:08,150135.0,CAFE OU EAU,3.0,1.0,2024-08-03 12:08:00,12,midday
2024-08-03,12:09,150136.0,PAIN BANETTE,2.0,1.4,2024-08-03 12:09:00,12,midday
2024-08-03,12:09,150137.0,TRADITIONAL BAGUETTE,2.0,1.2,2024-08-03 12:09:00,12,midday
2024-08-03,12:10,150138.0,GAL FRANGIPANE 4P,1.0,8.0,2024-08-03 12:10:00,12,midday
2024-08-03,12:10,150138.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 12:10:00,12,midday
2024-08-03,12:11,150139.0,BANETTE,2.0,1.05,2024-08-03 12:11:00,12,midday
2024-08-03,12:11,150139.0,GRAND FAR BRETON,1.0,7.0,2024-08-03 12:11:00,12,midday
2024-08-03,12:12,150140.0,COUPE,1.0,0.15,2024-08-03 12:12:00,12,midday
2024-08-03,12:12,150140.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 12:12:00,12,midday
2024-08-03,12:12,150140.0,CAMPAGNE,1.0,1.8,2024-08-03 12:12:00,12,midday
2024-08-03,12:12,150141.0,BAGUETTE,1.0,0.9,2024-08-03 12:12:00,12,midday
2024-08-03,12:13,150142.0,BAGUETTE,1.0,0.9,2024-08-03 12:13:00,12,midday
2024-08-03,12:13,150143.0,GRAND FAR BRETON,1.0,7.0,2024-08-03 12:13:00,12,midday
2024-08-03,12:15,150144.0,SPECIAL BREAD,1.0,2.4,2024-08-03 12:15:00,12,midday
2024-08-03,12:15,150144.0,COUPE,1.0,0.15,2024-08-03 12:15:00,12,midday
2024-08-03,12:16,150145.0,TRADITIONAL BAGUETTE,3.0,1.2,2024-08-03 12:16:00,12,midday
2024-08-03,12:18,150146.0,COUPE,1.0,0.15,2024-08-03 12:18:00,12,midday
2024-08-03,12:18,150146.0,BOULE 400G,1.0,1.5,2024-08-03 12:18:00,12,midday
2024-08-03,12:19,150147.0,GAL FRANGIPANE 4P,2.0,8.0,2024-08-03 12:19:00,12,midday
2024-08-03,12:19,150147.0,TRADITIONAL BAGUETTE,4.0,1.2,2024-08-03 12:19:00,12,midday
2024-08-03,12:20,150148.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 12:20:00,12,midday
2024-08-03,12:20,150148.0,BAGUETTE,2.0,0.9,2024-08-03 12:20:00,12,midday
2024-08-03,12:21,150149.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 12:21:00,12,midday
2024-08-03,12:21,150150.0,BAGUETTE,1.0,0.9,2024-08-03 12:21:00,12,midday
2024-08-03,12:21,150151.0,BAGUETTE,4.0,0.9,2024-08-03 12:21:00,12,midday
2024-08-03,12:22,150152.0,BAGUETTE,2.0,0.9,2024-08-03 12:22:00,12,midday
2024-08-03,12:22,150153.0,COMPLET,1.0,1.5,2024-08-03 12:22:00,12,midday
2024-08-03,12:22,150153.0,COUPE,1.0,0.15,2024-08-03 12:22:00,12,midday
2024-08-03,12:23,150154.0,COMPLET,1.0,1.5,2024-08-03 12:23:00,12,midday
2024-08-03,12:23,150154.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 12:23:00,12,midday
2024-08-03,12:23,150154.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 12:23:00,12,midday
2024-08-03,12:23,150155.0,BAGUETTE,1.0,0.9,2024-08-03 12:23:00,12,midday
2024-08-03,12:23,150155.0,GRAND FAR BRETON,1.0,7.0,2024-08-03 12:23:00,12,midday
2024-08-03,12:24,150156.0,TRADITIONAL BAGUETTE,2.0,1.2,2024-08-03 12:24:00,12,midday
2024-08-03,12:25,150157.0,PAIN AU CHOCOLAT,1.0,1.2,2024-08-03 12:25:00,12,midday
2024-08-03,12:25,150158.0,BAGUETTE,2.0,0.9,2024-08-03 12:25:00,12,midday
2024-08-03,12:25,150158.0,PAIN AU CHOCOLAT,2.0,1.2,2024-08-03 12:25:00,12,midday
2024-08-03,12:28,150159.0,COUPE,1.0,0.15,2024-08-03 12:28:00,12,midday
2024-08-03,12:28,150159.0,GAL FRANGIPANE 4P,1.0,8.0,2024-08-03 12:28:00,12,midday
2024-08-03,12:28,150159.0,MOISSON,1.0,2.0,2024-08-03 12:28:00,12,midday
2024-08-03,12:28,150159.0,COUPE,1.0,0.15,2024-08-03 12:28:00,12,midday
2024-08-03,12:28,150159.0,TRADITIONAL BAGUETTE,4.0,1.2,2024-08-03 12:28:00,12,midday
2024-08-03,12:28,150159.0,FICELLE,2.0,0.6,2024-08-03 12:28:00,12,midday
2024-08-03,12:29,150160.0,CEREAL BAGUETTE,1.0,1.25,2024-08-03 12:29:00,12,midday
2024-08-03,12:29,150161.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 12:29:00,12,midday
2024-08-03,12:32,150162.0,COUPE,5.0,0.15,2024-08-03 12:32:00,12,midday
2024-08-03,12:32,150162.0,GAL FRANGIPANE 4P,1.0,8.0,2024-08-03 12:32:00,12,midday
2024-08-03,12:32,150162.0,MOISSON,3.0,2.0,2024-08-03 12:32:00,12,midday
2024-08-03,12:32,150162.0,VIK BREAD,2.0,2.5,2024-08-03 12:32:00,12,midday
2024-08-03,12:32,150162.0,PAIN AUX RAISINS,2.0,1.4,2024-08-03 12:32:00,12,midday
2024-08-03,12:33,150163.0,BOULE 400G,1.0,1.5,2024-08-03 12:33:00,12,midday
2024-08-03,12:33,150163.0,COUPE,1.0,0.15,2024-08-03 12:33:00,12,midday
2024-08-03,12:34,150164.0,DIVERS VIENNOISERIE,1.0,6.0,2024-08-03 12:34:00,12,midday
2024-08-03,12:34,150164.0,BAGUETTE,1.0,0.9,2024-08-03 12:34:00,12,midday
2024-08-03,12:34,150164.0,GAL POMME 6P,1.0,12.0,2024-08-03 12:34:00,12,midday
2024-08-03,12:36,150165.0,GAL FRANGIPANE 4P,1.0,8.0,2024-08-03 12:36:00,12,midday
2024-08-03,12:36,150165.0,QUIM BREAD,1.0,1.0,2024-08-03 12:36:00,12,midday
2024-08-03,12:36,150165.0,COOKIE,2.0,1.0,2024-08-03 12:36:00,12,midday
2024-08-03,12:36,150165.0,BANETTE,2.0,1.05,2024-08-03 12:36:00,12,midday
2024-08-03,12:36,150166.0,BANETTE,1.0,1.05,2024-08-03 12:36:00,12,midday
2024-08-03,12:37,150167.0,COUPE,1.0,0.15,2024-08-03 12:37:00,12,midday
2024-08-03,12:37,150167.0,SPECIAL BREAD KG,1.0,4.8,2024-08-03 12:37:00,12,midday
2024-08-03,12:38,150168.0,TRADITIONAL BAGUETTE,2.0,1.2,2024-08-03 12:38:00,12,midday
2024-08-03,12:38,150169.0,TRADITIONAL BAGUETTE,2.0,1.2,2024-08-03 12:38:00,12,midday
2024-08-03,12:39,150170.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 12:39:00,12,midday
2024-08-03,12:39,150171.0,BANETTE,2.0,1.05,2024-08-03 12:39:00,12,midday
2024-08-03,12:39,150172.0,TRADITIONAL BAGUETTE,2.0,1.2,2024-08-03 12:39:00,12,midday
2024-08-03,12:40,150173.0,BOULE 400G,1.0,1.5,2024-08-03 12:40:00,12,midday
2024-08-03,12:40,150173.0,GD KOUIGN AMANN,1.0,7.5,2024-08-03 12:40:00,12,midday
2024-08-03,12:40,150173.0,TRADITIONAL BAGUETTE,1.0,1.2,2024-08-03 12:40:00,12,midday
2024-08-03,12:40,150173.0,CEREAL BAGUETTE,1.0,1.25,2024-08-03 12:40:00,12,midday
2024-08-03,12:40,150173.0,BOULE POLKA,1.0,1.6,2024-08-03 12:40:00,12,midday
2024-08-03,12:41,150174.0,TRADITIONAL BAGUETTE,3.0,1.2,2024-08-03 12:41:00,12,midday
2024-08-03,12:42,150175.0,COOKIE,1.0,1.0,2024-08-03 12:42:00,12,midday
2024-08-03,12:42,150175.0,KOUIGN AMANN,1.0,2.1,2024-08-03 12:42:00,12,midday
2024-08-03,12:42,150176.0,TRADITIONAL BAGUETTE,2.0,1.2,2024-08-03 12:42:00,12,midday
