date,sku_id,daypart,sku_name,sku_category,base_quantity_sold,avg_unit_price,outlet_id,outlet_name,outlet_type,outlet_factor,daypart_factor,demand_noise,day_of_week,is_weekend,month,week_of_year,day_of_year,weather_condition,rain_mm,temperature,is_holiday,holiday_name,promo_flag,promo_type,event_flag,event_description,estimated_true_demand,planned_prep,actual_sales,waste_units,stockout_units,recent_waste_pressure,recent_stockout_pressure,recovered_demand,lag_7,lag_30,rolling_mean_7,rolling_mean_30,predicted_p50,group_key,predicted_p10,predicted_p90,recommended_prep_qty,decision_posture,expected_waste_units,expected_stockout_units,expected_cost,explanation
2026-05-01,cake_slice,morning,Cake Slice,Dessert,0,6.2,bangsar_street,Bangsar Street,street_cafe,0.92,1.1,0.939654112373312,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2286894111517974e-09,Dessert|morning,0.0,0.344744682494817,0,above_p50_service_protection,0.0,1.2286894111517974e-09,9.52234293642643e-09,"For Cake Slice at Bangsar Street during morning, forecast demand range is 0-0 units with median 0. Recommended prep is 0 units."
2026-05-01,chocolate_cookie,evening,Chocolate Cookie,Dessert,5,1.15,bangsar_street,Bangsar Street,street_cafe,0.92,0.9,1.0543887495994373,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,4,4,4,0,0,0,0,4,0.0,2.0,0.8571428571428571,1.2,0.6318244110712372,Dessert|evening,0.0,1.8627570605266492,0,above_p50_service_protection,0.0,0.6318244110712372,0.9082475909149035,"For Chocolate Cookie at Bangsar Street during evening, forecast demand range is 0-2 units with median 1. Recommended prep is 0 units."
2026-05-01,chocolate_cookie,midday,Chocolate Cookie,Dessert,0,2.5,bangsar_street,Bangsar Street,street_cafe,0.92,1.0,0.9959518578316332,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,5.0,0.1428571428571428,1.3333333333333333,0.6149390647456229,Dessert|midday,0.0,1.057923502252381,0,above_p50_service_protection,0.0,0.6149390647456229,1.9216845773300715,"For Chocolate Cookie at Bangsar Street during midday, forecast demand range is 0-1 units with median 1. Recommended prep is 0 units."
2026-05-01,chocolate_cookie,morning,Chocolate Cookie,Dessert,2,1.15,bangsar_street,Bangsar Street,street_cafe,0.92,1.1,0.9532683355244967,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,2,2,2,0,0,0,0,2,1.0,0.0,2.0,1.5,1.2098828707740794,Dessert|morning,0.0,1.5546275520402069,0,above_p50_service_protection,0.0,1.2098828707740794,1.739206626737739,"For Chocolate Cookie at Bangsar Street during morning, forecast demand range is 0-2 units with median 1. Recommended prep is 0 units."
2026-05-01,coffee_bun_sweet_bun,evening,Coffee Bun / Sweet Bun,Pastry,0,3.2,bangsar_street,Bangsar Street,street_cafe,0.92,0.9,0.8551172194192728,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,3.0,2.0,0.8571428571428571,0.8,0.2976311094944075,Pastry|evening,0.0,3.041345214476536,5,above_p50_service_protection,4.702368890505593,0.0,6.771411202328054,"For Coffee Bun / Sweet Bun at Bangsar Street during evening, forecast demand range is 0-3 units with median 0. Recommended prep is 5 units."
2026-05-01,coffee_bun_sweet_bun,midday,Coffee Bun / Sweet Bun,Pastry,0,3.2,bangsar_street,Bangsar Street,street_cafe,0.92,1.0,0.967968738911444,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,6.0,1.8571428571428568,2.433333333333333,0.999912923094878,Pastry|midday,0.0,4.3710300902115335,5,above_p50_service_protection,4.000087076905122,0.0,5.760125390743377,"For Coffee Bun / Sweet Bun at Bangsar Street during midday, forecast demand range is 0-4 units with median 1. Recommended prep is 5 units."
2026-05-01,coffee_bun_sweet_bun,morning,Coffee Bun / Sweet Bun,Pastry,0,3.2,bangsar_street,Bangsar Street,street_cafe,0.92,1.1,0.9631678878663232,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,2.0,1.0,2.0,1.8333333333333333,0.8344461320613498,Pastry|morning,0.0,9.997907905615648,10,above_p50_service_protection,9.16555386793865,0.0,13.198397569831657,"For Coffee Bun / Sweet Bun at Bangsar Street during morning, forecast demand range is 0-10 units with median 1. Recommended prep is 10 units."
2026-05-01,country_sourdough,evening,Country Sourdough,Bread,11,2.27,bangsar_street,Bangsar Street,street_cafe,0.92,0.9,0.7885204372120684,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,7,7,7,0,0,0,0,7,4.0,8.0,4.142857142857143,3.966666666666667,3.595050710788725,Bread|evening,0.0,15.813690927140852,15,above_p50_service_protection,11.404949289211276,0.0,11.65015569892932,"For Country Sourdough at Bangsar Street during evening, forecast demand range is 0-16 units with median 4. Recommended prep is 15 units."
2026-05-01,country_sourdough,midday,Country Sourdough,Bread,8,1.7625000000000002,bangsar_street,Bangsar Street,street_cafe,0.92,1.0,0.9572966912801946,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,7,6,6,0,1,0,1,7,5.0,13.0,11.0,8.7,7.335659167783957,Bread|midday,0.0,26.449647074761124,25,above_p50_service_protection,17.66434083221604,0.0,14.01003032255135,"For Country Sourdough at Bangsar Street during midday, forecast demand range is 0-26 units with median 7. Recommended prep is 25 units."
2026-05-01,country_sourdough,morning,Country Sourdough,Bread,16,1.6666666666666667,bangsar_street,Bangsar Street,street_cafe,0.92,1.1,1.0916846330320142,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,18,17,17,0,1,0,1,18,19.0,19.0,20.571428571428573,19.1,17.815019751309404,Bread|morning,0.0,43.35714795014881,45,above_p50_service_protection,27.184980248690596,0.0,20.38873518651795,"For Country Sourdough at Bangsar Street during morning, forecast demand range is 0-43 units with median 18. Recommended prep is 45 units."
2026-05-01,fruit_tart,evening,Fruit Tart,Dessert,3,2.2,bangsar_street,Bangsar Street,street_cafe,0.92,0.9,1.1253613898078054,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,3,3,3,0,0,0,0,3,2.0,0.0,2.0,1.0666666666666669,1.0147305009808325,Dessert|evening,0.2549442155511829,2.2456631504362443,0,above_p50_service_protection,0.0,1.0147305009808325,2.7905088776972895,"For Fruit Tart at Bangsar Street during evening, forecast demand range is 0-2 units with median 1. Recommended prep is 0 units."
2026-05-01,fruit_tart,midday,Fruit Tart,Dessert,0,5.5,bangsar_street,Bangsar Street,street_cafe,0.92,1.0,0.9648541454660732,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,4.0,6.0,2.4285714285714284,3.466666666666667,1.9278955572963732,Dessert|midday,0.2165931838630026,2.3708799948031314,0,above_p50_service_protection,0.0,1.9278955572963732,13.254281956412566,"For Fruit Tart at Bangsar Street during midday, forecast demand range is 0-2 units with median 2. Recommended prep is 0 units."
2026-05-01,fruit_tart,morning,Fruit Tart,Dessert,0,5.5,bangsar_street,Bangsar Street,street_cafe,0.92,1.1,1.1275589259048715,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,3.0,2.2857142857142856,2.533333333333333,0.6283649650076182,Dessert|morning,0.0,0.9731096462737456,0,above_p50_service_protection,0.0,0.6283649650076182,4.320009134427375,"For Fruit Tart at Bangsar Street during morning, forecast demand range is 0-1 units with median 1. Recommended prep is 0 units."
2026-05-01,ham_cheese_sandwich,evening,Ham & Cheese Sandwich,Savory,0,8.5,bangsar_street,Bangsar Street,street_cafe,0.92,0.9,1.0557683897658667,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1333333333333333,0.048977041193689,Savory|evening,0.0,0.1261451083775309,0,above_p50_service_protection,0.0,0.048977041193689,0.5203810626829456,"For Ham & Cheese Sandwich at Bangsar Street during evening, forecast demand range is 0-0 units with median 0. Recommended prep is 0 units."
2026-05-01,ham_cheese_sandwich,midday,Ham & Cheese Sandwich,Savory,6,5.5,bangsar_street,Bangsar Street,street_cafe,0.92,1.0,1.058894742677433,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,6,5,5,0,1,0,1,6,8.0,25.0,9.0,9.433333333333334,12.619208187671289,Savory|midday,6.433717776355326,19.448575374414204,20,above_p50_service_protection,7.380791812328711,0.0,18.26745973551356,"For Ham & Cheese Sandwich at Bangsar Street during midday, forecast demand range is 6-19 units with median 13. Recommended prep is 20 units."
2026-05-01,ham_cheese_sandwich,morning,Ham & Cheese Sandwich,Savory,7,4.666666666666667,bangsar_street,Bangsar Street,street_cafe,0.92,1.1,1.043231915440861,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,7,7,7,0,0,0,0,7,9.0,10.0,3.857142857142857,3.9,3.1459363672606986,Savory|morning,0.0,6.9770405154186905,5,above_p50_service_protection,1.8540636327393014,0.0,3.8935336287525333,"For Ham & Cheese Sandwich at Bangsar Street during morning, forecast demand range is 0-7 units with median 3. Recommended prep is 5 units."
2026-05-01,pain_au_chocolat,evening,Pain au Chocolat,Pastry,10,1.3,bangsar_street,Bangsar Street,street_cafe,0.92,0.9,0.9614765195195526,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,8,8,8,0,0,0,0,8,0.0,2.0,1.4285714285714286,2.033333333333333,0.871181037434466,Pastry|evening,0.0,3.6148951424165943,5,above_p50_service_protection,4.128818962565534,0.0,2.4153590931008377,"For Pain au Chocolat at Bangsar Street during evening, forecast demand range is 0-4 units with median 1. Recommended prep is 5 units."
2026-05-01,pain_au_chocolat,midday,Pain au Chocolat,Pastry,5,1.3,bangsar_street,Bangsar Street,street_cafe,0.92,1.0,0.9177342759582636,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,4,4,4,0,0,0,0,4,3.0,3.0,3.4285714285714284,2.7333333333333334,1.6161816539594664,Pastry|midday,0.0,4.987298821076122,5,above_p50_service_protection,3.3838183460405338,0.0,1.9795337324337126,"For Pain au Chocolat at Bangsar Street during midday, forecast demand range is 0-5 units with median 2. Recommended prep is 5 units."
2026-05-01,pain_au_chocolat,morning,Pain au Chocolat,Pastry,21,1.3,bangsar_street,Bangsar Street,street_cafe,0.92,1.1,1.0182906844787936,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,22,17,17,0,5,0,1,22,19.0,29.0,27.714285714285715,27.4,18.05496695551751,Pastry|morning,8.108615861042368,27.21842872907181,25,above_p50_service_protection,6.945033044482489,0.0,4.062844331022257,"For Pain au Chocolat at Bangsar Street during morning, forecast demand range is 8-27 units with median 18. Recommended prep is 25 units."
2026-05-01,traditional_baguette,evening,Traditional Baguette,Bread,40,1.288888888888889,bangsar_street,Bangsar Street,street_cafe,0.92,0.9,1.002523778409656,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,33,35,33,2,0,1,0,33,29.0,41.0,26.0,21.83333333333333,25.69585169036453,Bread|evening,14.685509351923892,37.91449190671666,40,above_p50_service_protection,14.304148309635469,0.0,8.296406019588574,"For Traditional Baguette at Bangsar Street during evening, forecast demand range is 15-38 units with median 26. Recommended prep is 40 units."
2026-05-01,traditional_baguette,midday,Traditional Baguette,Bread,63,1.2361702127659575,bangsar_street,Bangsar Street,street_cafe,0.92,1.0,0.948438730280239,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,55,56,55,1,0,1,0,55,42.0,85.0,69.42857142857143,60.833333333333336,51.39492851208514,Bread|midday,35.972470257807814,70.5089164190623,70,above_p50_service_protection,18.605071487914863,0.0,10.349565830883705,"For Traditional Baguette at Bangsar Street during midday, forecast demand range is 36-71 units with median 51. Recommended prep is 70 units."
2026-05-01,traditional_baguette,morning,Traditional Baguette,Bread,75,1.2341463414634146,bangsar_street,Bangsar Street,street_cafe,0.92,1.1,1.0784949563443214,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,82,87,82,5,0,1,0,82,68.0,111.0,87.0,89.33333333333333,60.47055441144594,Bread|morning,41.56846879409705,86.01268261028534,85,above_p50_service_protection,24.52944558855406,0.0,13.622816489057952,"For Traditional Baguette at Bangsar Street during morning, forecast demand range is 42-86 units with median 60. Recommended prep is 85 units."
2026-05-01,blueberry_muffin,evening,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9699683946463816,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2286894111517974e-09,Dessert|evening,0.0,1.2309326506841016,0,above_p50_service_protection,0.0,1.2286894111517974e-09,5.8362747029710375e-09,"For Blueberry Muffin at KLCC Mall during evening, forecast demand range is 0-1 units with median 0. Recommended prep is 0 units."
2026-05-01,blueberry_muffin,midday,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0212339236511685,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2286894111517974e-09,Dessert|midday,0.0,0.4429844387354475,0,above_p50_service_protection,0.0,1.2286894111517974e-09,5.8362747029710375e-09,"For Blueberry Muffin at KLCC Mall during midday, forecast demand range is 0-0 units with median 0. Recommended prep is 0 units."
2026-05-01,blueberry_muffin,morning,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0103233862869787,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2286894111517974e-09,Dessert|morning,0.0,0.344744682494817,0,above_p50_service_protection,0.0,1.2286894111517974e-09,5.8362747029710375e-09,"For Blueberry Muffin at KLCC Mall during morning, forecast demand range is 0-0 units with median 0. Recommended prep is 0 units."
2026-05-01,brioche,evening,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9961826385463656,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.5714285714285714,0.3666666666666666,0.2064294496891822,Pastry|evening,0.0,2.950143554671311,5,above_p50_service_protection,4.793570550310818,0.0,8.197005641031499,"For Brioche at KLCC Mall during evening, forecast demand range is 0-3 units with median 0. Recommended prep is 5 units."
2026-05-01,brioche,midday,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9301952712734748,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,1.0,0.0,0.2857142857142857,0.3333333333333333,0.5697449467282014,Pastry|midday,0.0,3.940862113844857,5,above_p50_service_protection,4.430255053271798,0.0,7.575736141094775,"For Brioche at KLCC Mall during midday, forecast demand range is 0-4 units with median 1. Recommended prep is 5 units."
2026-05-01,brioche,morning,Brioche,Pastry,2,6.0,klcc_mall,KLCC Mall,mall,1.18,1.1,0.8608810218240072,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,2,2,2,0,0,0,0,2,0.0,0.0,2.0,1.5,0.4142642170808859,Pastry|morning,0.0,9.577725990635184,10,above_p50_service_protection,9.585735782919114,0.0,25.88148661388161,"For Brioche at KLCC Mall during morning, forecast demand range is 0-10 units with median 0. Recommended prep is 10 units."
2026-05-01,brownie,evening,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0062369117968033,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2286894111517974e-09,Dessert|evening,0.0,1.2309326506841016,0,above_p50_service_protection,0.0,1.2286894111517974e-09,6.143447055758987e-09,"For Brownie at KLCC Mall during evening, forecast demand range is 0-1 units with median 0. Recommended prep is 0 units."
2026-05-01,brownie,midday,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0604657203350698,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2286894111517974e-09,Dessert|midday,0.0,0.4429844387354475,0,above_p50_service_protection,0.0,1.2286894111517974e-09,6.143447055758987e-09,"For Brownie at KLCC Mall during midday, forecast demand range is 0-0 units with median 0. Recommended prep is 0 units."
2026-05-01,brownie,morning,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9779001291828804,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2286894111517974e-09,Dessert|morning,0.0,0.344744682494817,0,above_p50_service_protection,0.0,1.2286894111517974e-09,6.143447055758987e-09,"For Brownie at KLCC Mall during morning, forecast demand range is 0-0 units with median 0. Recommended prep is 0 units."
2026-05-01,butter_croissant,evening,Butter Croissant,Pastry,3,1.2,klcc_mall,KLCC Mall,mall,1.18,0.9,1.1170538800166798,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,4,5,4,1,0,1,0,4,2.0,6.0,3.2857142857142856,3.1333333333333333,5.224446020467388,Pastry|evening,3.7485218879026143,7.968160125449517,10,above_p50_service_protection,4.775553979532612,0.0,2.5787991489476108,"For Butter Croissant at KLCC Mall during evening, forecast demand range is 4-8 units with median 5. Recommended prep is 10 units."
2026-05-01,butter_croissant,midday,Butter Croissant,Pastry,5,1.2,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9637158738155508,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,6,6,6,0,0,0,0,6,5.0,12.0,6.571428571428571,5.0,2.0421129698802325,Pastry|midday,0.0,5.413230136996888,5,above_p50_service_protection,2.9578870301197675,0.0,1.5972589962646746,"For Butter Croissant at KLCC Mall during midday, forecast demand range is 0-5 units with median 2. Recommended prep is 5 units."
2026-05-01,butter_croissant,morning,Butter Croissant,Pastry,20,1.2363636363636363,klcc_mall,KLCC Mall,mall,1.18,1.1,0.999345935446134,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,26,25,25,0,1,0,1,26,36.0,48.0,43.142857142857146,43.3,24.24520186148547,Pastry|morning,14.298850767010329,33.408663635039765,35,above_p50_service_protection,10.75479813851453,0.0,5.983578600700812,"For Butter Croissant at KLCC Mall during morning, forecast demand range is 14-33 units with median 24. Recommended prep is 35 units."
2026-05-01,cake_slice,evening,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0568920125547618,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2286894111517974e-09,Dessert|evening,0.0,1.2309326506841016,0,above_p50_service_protection,0.0,1.2286894111517974e-09,9.52234293642643e-09,"For Cake Slice at KLCC Mall during evening, forecast demand range is 0-1 units with median 0. Recommended prep is 0 units."
2026-05-01,cake_slice,midday,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,1.0,1.1165816690622847,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2286894111517974e-09,Dessert|midday,0.0,0.4429844387354475,0,above_p50_service_protection,0.0,1.2286894111517974e-09,9.52234293642643e-09,"For Cake Slice at KLCC Mall during midday, forecast demand range is 0-0 units with median 0. Recommended prep is 0 units."
2026-05-01,cake_slice,morning,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,1.1,1.2074838401655446,4,0,5,18,121,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2286894111517974e-09,Dessert|morning,0.0,0.344744682494817,0,above_p50_service_protection,0.0,1.2286894111517974e-09,9.52234293642643e-09,"For Cake Slice at KLCC Mall during morning, forecast demand range is 0-0 units with median 0. Recommended prep is 0 units."
