date,sku_id,daypart,sku_name,sku_category,base_quantity_sold,avg_unit_price,outlet_id,outlet_name,outlet_type,outlet_factor,daypart_factor,demand_noise,day_of_week,is_weekend,month,week_of_year,day_of_year,weather_condition,rain_mm,temperature,is_holiday,holiday_name,promo_flag,promo_type,event_flag,event_description,estimated_true_demand,planned_prep,actual_sales,waste_units,stockout_units,recent_waste_pressure,recent_stockout_pressure
2025-11-02,chocolate_cookie,morning,Chocolate Cookie,Dessert,0,2.5,klcc_mall,KLCC Mall,mall,1.18,1.1,0.931256602969341,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,0,0,0,0,0,0,0
2025-11-02,chocolate_cookie,midday,Chocolate Cookie,Dessert,0,2.5,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0295000627266,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,0,0,0,0,0,0,0
2025-11-02,chocolate_cookie,evening,Chocolate Cookie,Dessert,0,2.5,klcc_mall,KLCC Mall,mall,1.18,0.9,0.92328939193368,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,0,0,0,0,0,0,0
2025-11-02,brownie,morning,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,1.1,1.070276024104582,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,0,0,0,0,0,0,0
2025-11-02,brownie,midday,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9960059271210998,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,0,0,0,0,0,0,0
2025-11-02,brownie,evening,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9852110109163792,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,0,0,0,0,0,0,0
2025-11-02,fruit_tart,morning,Fruit Tart,Dessert,3,7.366666666666667,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9455256364476848,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,4,4,4,0,0,0,0
2025-11-02,fruit_tart,midday,Fruit Tart,Dessert,7,3.733333333333333,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0978033070939224,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,9,9,9,0,0,0,0
2025-11-02,fruit_tart,evening,Fruit Tart,Dessert,0,5.5,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9876376414344958,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,0,0,0,0,0,0,0
2025-11-02,cake_slice,morning,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9657337742269514,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,0,0,0,0,0,0,0
2025-11-02,cake_slice,midday,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9718293159609416,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,0,0,0,0,0,0,0
2025-11-02,cake_slice,evening,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0425847348442678,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,0,0,0,0,0,0,0
2025-11-02,ham_cheese_sandwich,morning,Ham & Cheese Sandwich,Savory,0,8.5,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0292355251491263,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,0,0,0,0,0,0,0
2025-11-02,ham_cheese_sandwich,midday,Ham & Cheese Sandwich,Savory,0,8.5,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0330186089276792,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,0,0,0,0,0,0,0
2025-11-02,ham_cheese_sandwich,evening,Ham & Cheese Sandwich,Savory,0,8.5,klcc_mall,KLCC Mall,mall,1.18,0.9,1.034465680240631,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,0,0,0,0,0,0,0
2025-11-02,brioche,morning,Brioche,Pastry,1,6.0,klcc_mall,KLCC Mall,mall,1.18,1.1,1.1713318080696369,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,2,2,2,0,0,0,0
2025-11-02,brioche,midday,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9674867986892308,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,0,0,0,0,0,0,0
2025-11-02,brioche,evening,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9590205816742772,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,0,0,0,0,0,0,0
2025-11-02,coffee_bun_sweet_bun,morning,Coffee Bun / Sweet Bun,Pastry,1,2.2,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9348981817401698,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,1,1,1,0,0,0,0
2025-11-02,coffee_bun_sweet_bun,midday,Coffee Bun / Sweet Bun,Pastry,2,2.2,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0492783538060395,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,2,2,2,0,0,0,0
2025-11-02,coffee_bun_sweet_bun,evening,Coffee Bun / Sweet Bun,Pastry,0,3.2,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0903177834176714,6,1,11,44,306,clear,0.0,29.5,0,,0,,1,mall_weekend_traffic,0,0,0,0,0,0,0
2025-11-03,traditional_baguette,morning,Traditional Baguette,Bread,42,1.1875,klcc_mall,KLCC Mall,mall,1.18,1.1,0.99088420338761,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,54,49,49,0,5,0,1
2025-11-03,traditional_baguette,midday,Traditional Baguette,Bread,43,1.1691176470588236,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9327874818429978,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,47,50,47,3,0,1,0
2025-11-03,traditional_baguette,evening,Traditional Baguette,Bread,30,1.2078947368421051,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9340415027447008,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,30,30,30,0,0,0,0
2025-11-03,butter_croissant,morning,Butter Croissant,Pastry,18,1.1888888888888889,klcc_mall,KLCC Mall,mall,1.18,1.1,1.052047423025976,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,25,20,20,0,5,0,1
2025-11-03,butter_croissant,midday,Butter Croissant,Pastry,13,1.2374999999999998,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0594603336962751,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,16,17,16,1,0,1,0
2025-11-03,butter_croissant,evening,Butter Croissant,Pastry,1,1.5,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0434523414644157,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,1,1,1,0,0,0,0
2025-11-03,pain_au_chocolat,morning,Pain au Chocolat,Pastry,16,1.25,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9467592234169044,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,20,19,19,0,1,0,1
2025-11-03,pain_au_chocolat,midday,Pain au Chocolat,Pastry,0,4.4,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0185729058453377,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,pain_au_chocolat,evening,Pain au Chocolat,Pastry,4,1.25,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0093348647312583,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,4,4,4,0,0,0,0
2025-11-03,country_sourdough,morning,Country Sourdough,Bread,9,1.5555555555555556,klcc_mall,KLCC Mall,mall,1.18,1.1,1.017495087738321,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,12,12,12,0,0,0,0
2025-11-03,country_sourdough,midday,Country Sourdough,Bread,4,1.8,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0697143022358553,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,5,4,4,0,1,0,1
2025-11-03,country_sourdough,evening,Country Sourdough,Bread,0,6.0,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0178876439019746,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,blueberry_muffin,morning,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0543130850457516,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,blueberry_muffin,midday,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0054063255591112,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,blueberry_muffin,evening,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0231295518951988,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,chocolate_cookie,morning,Chocolate Cookie,Dessert,0,2.5,klcc_mall,KLCC Mall,mall,1.18,1.1,1.050503058067083,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,chocolate_cookie,midday,Chocolate Cookie,Dessert,0,2.5,klcc_mall,KLCC Mall,mall,1.18,1.0,0.8834275344115466,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,chocolate_cookie,evening,Chocolate Cookie,Dessert,1,1.1,klcc_mall,KLCC Mall,mall,1.18,0.9,0.974426302691416,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,1,1,1,0,0,0,0
2025-11-03,brownie,morning,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9623701876565764,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,brownie,midday,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9488897721405326,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,brownie,evening,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9779886199018653,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,fruit_tart,morning,Fruit Tart,Dessert,0,5.5,klcc_mall,KLCC Mall,mall,1.18,1.1,1.1195953048987517,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,fruit_tart,midday,Fruit Tart,Dessert,5,4.55,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9307335107445406,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,5,5,5,0,0,0,0
2025-11-03,fruit_tart,evening,Fruit Tart,Dessert,0,5.5,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0774622683673185,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,cake_slice,morning,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,1.1,0.8653704182707356,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,cake_slice,midday,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,1.0,0.973209197601138,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,cake_slice,evening,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0130202452084005,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,ham_cheese_sandwich,morning,Ham & Cheese Sandwich,Savory,5,5.6,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0468977865087423,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,7,7,7,0,0,0,0
2025-11-03,ham_cheese_sandwich,midday,Ham & Cheese Sandwich,Savory,17,5.933333333333334,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0568981263834285,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,21,22,21,1,0,1,0
2025-11-03,ham_cheese_sandwich,evening,Ham & Cheese Sandwich,Savory,1,5.0,klcc_mall,KLCC Mall,mall,1.18,0.9,1.063467778815994,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,1,1,1,0,0,0,0
2025-11-03,brioche,morning,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.1,0.972101994220125,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,brioche,midday,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9630118565868346,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,brioche,evening,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0686380705005722,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,coffee_bun_sweet_bun,morning,Coffee Bun / Sweet Bun,Pastry,0,3.2,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9846956540094708,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,coffee_bun_sweet_bun,midday,Coffee Bun / Sweet Bun,Pastry,0,3.2,klcc_mall,KLCC Mall,mall,1.18,1.0,0.8979450941329663,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-03,coffee_bun_sweet_bun,evening,Coffee Bun / Sweet Bun,Pastry,0,3.2,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9093370228797216,0,0,11,45,307,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,traditional_baguette,morning,Traditional Baguette,Bread,55,1.2636363636363637,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9264438171198712,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,66,63,63,0,3,0,1
2025-11-04,traditional_baguette,midday,Traditional Baguette,Bread,40,1.175,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0397728595243012,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,49,46,46,0,3,0,1
2025-11-04,traditional_baguette,evening,Traditional Baguette,Bread,16,1.1555555555555557,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0113940588856452,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,17,17,17,0,0,0,0
2025-11-04,butter_croissant,morning,Butter Croissant,Pastry,19,1.15,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0552388283254217,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,26,26,26,0,0,0,0
2025-11-04,butter_croissant,midday,Butter Croissant,Pastry,0,4.25,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9658197882930772,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,butter_croissant,evening,Butter Croissant,Pastry,1,1.5,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0126831752861372,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,1,1,1,0,0,0,0
2025-11-04,pain_au_chocolat,morning,Pain au Chocolat,Pastry,16,1.25,klcc_mall,KLCC Mall,mall,1.18,1.1,1.050047231517387,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,22,22,22,0,0,0,0
2025-11-04,pain_au_chocolat,midday,Pain au Chocolat,Pastry,1,1.25,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9752522768223808,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,1,1,1,0,0,0,0
2025-11-04,pain_au_chocolat,evening,Pain au Chocolat,Pastry,5,1.25,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0365420190045929,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,6,6,6,0,0,0,0
2025-11-04,country_sourdough,morning,Country Sourdough,Bread,11,1.375,klcc_mall,KLCC Mall,mall,1.18,1.1,0.947045924714668,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,14,13,13,0,1,0,1
2025-11-04,country_sourdough,midday,Country Sourdough,Bread,9,1.875,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9709556922747944,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,10,11,10,1,0,1,0
2025-11-04,country_sourdough,evening,Country Sourdough,Bread,7,1.7,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9694609684801336,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,7,8,7,1,0,1,0
2025-11-04,blueberry_muffin,morning,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9043328283528768,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,blueberry_muffin,midday,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0389577984628466,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,blueberry_muffin,evening,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,0.9,0.962447812783782,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,chocolate_cookie,morning,Chocolate Cookie,Dessert,2,1.1,klcc_mall,KLCC Mall,mall,1.18,1.1,1.000999529498215,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,3,2,2,0,1,0,1
2025-11-04,chocolate_cookie,midday,Chocolate Cookie,Dessert,0,2.5,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0384597327124727,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,chocolate_cookie,evening,Chocolate Cookie,Dessert,3,1.1,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0357224940823957,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,3,3,3,0,0,0,0
2025-11-04,brownie,morning,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0532308087178228,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,brownie,midday,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,1.0,0.992121161239246,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,brownie,evening,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9661361350364676,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,fruit_tart,morning,Fruit Tart,Dessert,5,2.1,klcc_mall,KLCC Mall,mall,1.18,1.1,0.993622543127488,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,6,6,6,0,0,0,0
2025-11-04,fruit_tart,midday,Fruit Tart,Dessert,9,2.1,klcc_mall,KLCC Mall,mall,1.18,1.0,0.8650132452833577,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,9,8,8,0,1,0,1
2025-11-04,fruit_tart,evening,Fruit Tart,Dessert,0,5.5,klcc_mall,KLCC Mall,mall,1.18,0.9,0.884231002206153,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,cake_slice,morning,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,1.1,0.8941840310116478,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,cake_slice,midday,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9202202537918814,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,cake_slice,evening,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,0.9,1.031981938137875,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,ham_cheese_sandwich,morning,Ham & Cheese Sandwich,Savory,6,6.333333333333333,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9275616755711952,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,7,7,7,0,0,0,0
2025-11-04,ham_cheese_sandwich,midday,Ham & Cheese Sandwich,Savory,26,6.115384615384615,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9697469956768489,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,30,28,28,0,2,0,1
2025-11-04,ham_cheese_sandwich,evening,Ham & Cheese Sandwich,Savory,0,8.5,klcc_mall,KLCC Mall,mall,1.18,0.9,1.1039382638228852,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,brioche,morning,Brioche,Pastry,1,6.0,klcc_mall,KLCC Mall,mall,1.18,1.1,0.971498882315086,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,1,1,1,0,0,0,0
2025-11-04,brioche,midday,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.0,1.059001245477367,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,brioche,evening,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,0.9,0.92531058559921,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,coffee_bun_sweet_bun,morning,Coffee Bun / Sweet Bun,Pastry,7,2.2,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9835649953705896,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,9,9,9,0,0,0,0
2025-11-04,coffee_bun_sweet_bun,midday,Coffee Bun / Sweet Bun,Pastry,0,3.2,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9239982356071534,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-04,coffee_bun_sweet_bun,evening,Coffee Bun / Sweet Bun,Pastry,0,3.2,klcc_mall,KLCC Mall,mall,1.18,0.9,0.972877353927955,1,0,11,45,308,light_rain,3.4,28.2,0,,0,,0,,0,0,0,0,0,0,0
2025-11-05,traditional_baguette,morning,Traditional Baguette,Bread,45,1.174074074074074,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0672246509965917,2,0,11,45,309,light_rain,3.4,28.2,0,,0,,0,,62,64,62,2,0,1,0
2025-11-05,traditional_baguette,midday,Traditional Baguette,Bread,41,1.148148148148148,klcc_mall,KLCC Mall,mall,1.18,1.0,0.861814366144612,2,0,11,45,309,light_rain,3.4,28.2,0,,0,,0,,42,47,42,5,0,1,0
2025-11-05,traditional_baguette,evening,Traditional Baguette,Bread,19,1.2045454545454546,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0347538914836685,2,0,11,45,309,light_rain,3.4,28.2,0,,0,,0,,21,17,17,0,4,0,1
