date,sku_id,daypart,sku_name,sku_category,base_quantity_sold,avg_unit_price,outlet_id,outlet_name,outlet_type,outlet_factor,daypart_factor,demand_noise
2025-11-03,brownie,evening,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9779886199018653
2025-11-03,fruit_tart,morning,Fruit Tart,Dessert,0,5.5,klcc_mall,KLCC Mall,mall,1.18,1.1,1.1195953048987517
2025-11-03,fruit_tart,midday,Fruit Tart,Dessert,5,4.55,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9307335107445406
2025-11-03,fruit_tart,evening,Fruit Tart,Dessert,0,5.5,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0774622683673185
2025-11-03,cake_slice,morning,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,1.1,0.8653704182707356
2025-11-03,cake_slice,midday,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,1.0,0.973209197601138
2025-11-03,cake_slice,evening,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0130202452084005
2025-11-03,ham_cheese_sandwich,morning,Ham & Cheese Sandwich,Savory,5,5.6,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0468977865087423
2025-11-03,ham_cheese_sandwich,midday,Ham & Cheese Sandwich,Savory,17,5.933333333333334,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0568981263834285
2025-11-03,ham_cheese_sandwich,evening,Ham & Cheese Sandwich,Savory,1,5.0,klcc_mall,KLCC Mall,mall,1.18,0.9,1.063467778815994
2025-11-03,brioche,morning,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.1,0.972101994220125
2025-11-03,brioche,midday,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9630118565868346
2025-11-03,brioche,evening,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0686380705005722
2025-11-03,coffee_bun_sweet_bun,morning,Coffee Bun / Sweet Bun,Pastry,0,3.2,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9846956540094708
2025-11-03,coffee_bun_sweet_bun,midday,Coffee Bun / Sweet Bun,Pastry,0,3.2,klcc_mall,KLCC Mall,mall,1.18,1.0,0.8979450941329663
2025-11-03,coffee_bun_sweet_bun,evening,Coffee Bun / Sweet Bun,Pastry,0,3.2,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9093370228797215
2025-11-04,traditional_baguette,morning,Traditional Baguette,Bread,55,1.2636363636363637,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9264438171198711
2025-11-04,traditional_baguette,midday,Traditional Baguette,Bread,40,1.175,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0397728595243012
2025-11-04,traditional_baguette,evening,Traditional Baguette,Bread,16,1.1555555555555557,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0113940588856452
2025-11-04,butter_croissant,morning,Butter Croissant,Pastry,19,1.15,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0552388283254215
2025-11-04,butter_croissant,midday,Butter Croissant,Pastry,0,4.25,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9658197882930772
2025-11-04,butter_croissant,evening,Butter Croissant,Pastry,1,1.5,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0126831752861372
2025-11-04,pain_au_chocolat,morning,Pain au Chocolat,Pastry,16,1.25,klcc_mall,KLCC Mall,mall,1.18,1.1,1.050047231517387
2025-11-04,pain_au_chocolat,midday,Pain au Chocolat,Pastry,1,1.25,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9752522768223809
2025-11-04,pain_au_chocolat,evening,Pain au Chocolat,Pastry,5,1.25,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0365420190045929
2025-11-04,country_sourdough,morning,Country Sourdough,Bread,11,1.375,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9470459247146679
2025-11-04,country_sourdough,midday,Country Sourdough,Bread,9,1.875,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9709556922747943
2025-11-04,country_sourdough,evening,Country Sourdough,Bread,7,1.7,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9694609684801336
2025-11-04,blueberry_muffin,morning,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9043328283528769
2025-11-04,blueberry_muffin,midday,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0389577984628466
2025-11-04,blueberry_muffin,evening,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9624478127837821
2025-11-04,chocolate_cookie,morning,Chocolate Cookie,Dessert,2,1.1,klcc_mall,KLCC Mall,mall,1.18,1.1,1.000999529498215
2025-11-04,chocolate_cookie,midday,Chocolate Cookie,Dessert,0,2.5,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0384597327124727
2025-11-04,chocolate_cookie,evening,Chocolate Cookie,Dessert,3,1.1,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0357224940823955
2025-11-04,brownie,morning,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0532308087178228
2025-11-04,brownie,midday,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9921211612392461
2025-11-04,brownie,evening,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9661361350364677
2025-11-04,fruit_tart,morning,Fruit Tart,Dessert,5,2.1,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9936225431274881
2025-11-04,fruit_tart,midday,Fruit Tart,Dessert,9,2.1,klcc_mall,KLCC Mall,mall,1.18,1.0,0.8650132452833577
2025-11-04,fruit_tart,evening,Fruit Tart,Dessert,0,5.5,klcc_mall,KLCC Mall,mall,1.18,0.9,0.884231002206153
2025-11-04,cake_slice,morning,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,1.1,0.8941840310116478
2025-11-04,cake_slice,midday,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9202202537918814
2025-11-04,cake_slice,evening,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,0.9,1.031981938137875
2025-11-04,ham_cheese_sandwich,morning,Ham & Cheese Sandwich,Savory,6,6.333333333333333,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9275616755711952
2025-11-04,ham_cheese_sandwich,midday,Ham & Cheese Sandwich,Savory,26,6.115384615384615,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9697469956768489
2025-11-04,ham_cheese_sandwich,evening,Ham & Cheese Sandwich,Savory,0,8.5,klcc_mall,KLCC Mall,mall,1.18,0.9,1.1039382638228852
2025-11-04,brioche,morning,Brioche,Pastry,1,6.0,klcc_mall,KLCC Mall,mall,1.18,1.1,0.971498882315086
2025-11-04,brioche,midday,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.0,1.059001245477367
2025-11-04,brioche,evening,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9253105855992099
2025-11-04,coffee_bun_sweet_bun,morning,Coffee Bun / Sweet Bun,Pastry,7,2.2,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9835649953705896
2025-11-04,coffee_bun_sweet_bun,midday,Coffee Bun / Sweet Bun,Pastry,0,3.2,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9239982356071534
2025-11-04,coffee_bun_sweet_bun,evening,Coffee Bun / Sweet Bun,Pastry,0,3.2,klcc_mall,KLCC Mall,mall,1.18,0.9,0.972877353927955
2025-11-05,traditional_baguette,morning,Traditional Baguette,Bread,45,1.174074074074074,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0672246509965917
2025-11-05,traditional_baguette,midday,Traditional Baguette,Bread,41,1.148148148148148,klcc_mall,KLCC Mall,mall,1.18,1.0,0.861814366144612
2025-11-05,traditional_baguette,evening,Traditional Baguette,Bread,19,1.2045454545454546,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0347538914836685
2025-11-05,butter_croissant,morning,Butter Croissant,Pastry,23,1.19375,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0190188481865823
2025-11-05,butter_croissant,midday,Butter Croissant,Pastry,1,1.15,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9524680035442564
2025-11-05,butter_croissant,evening,Butter Croissant,Pastry,2,1.325,klcc_mall,KLCC Mall,mall,1.18,0.9,0.8843153716489236
2025-11-05,pain_au_chocolat,morning,Pain au Chocolat,Pastry,8,1.25,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0057703606171096
2025-11-05,pain_au_chocolat,midday,Pain au Chocolat,Pastry,0,4.4,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9576405832748958
2025-11-05,pain_au_chocolat,evening,Pain au Chocolat,Pastry,0,4.4,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0186140969083763
2025-11-05,country_sourdough,morning,Country Sourdough,Bread,4,1.575,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0017481716418755
2025-11-05,country_sourdough,midday,Country Sourdough,Bread,3,1.2666666666666666,klcc_mall,KLCC Mall,mall,1.18,1.0,1.1281423113056732
2025-11-05,country_sourdough,evening,Country Sourdough,Bread,2,1.55,klcc_mall,KLCC Mall,mall,1.18,0.9,0.980851549802158
2025-11-05,blueberry_muffin,morning,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9181202005902508
2025-11-05,blueberry_muffin,midday,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0143420507965053
2025-11-05,blueberry_muffin,evening,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0175997347177412
2025-11-05,chocolate_cookie,morning,Chocolate Cookie,Dessert,1,1.1,klcc_mall,KLCC Mall,mall,1.18,1.1,1.108735006019235
2025-11-05,chocolate_cookie,midday,Chocolate Cookie,Dessert,1,1.1,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0668088996731662
2025-11-05,chocolate_cookie,evening,Chocolate Cookie,Dessert,0,2.5,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0285496847319608
2025-11-05,brownie,morning,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,1.1,1.117064231297565
2025-11-05,brownie,midday,Brownie,Dessert,2,2.5,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9048989556541719
2025-11-05,brownie,evening,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9488198773800202
2025-11-05,fruit_tart,morning,Fruit Tart,Dessert,0,5.5,klcc_mall,KLCC Mall,mall,1.18,1.1,0.925873924687558
2025-11-05,fruit_tart,midday,Fruit Tart,Dessert,6,2.1,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9688152157475386
2025-11-05,fruit_tart,evening,Fruit Tart,Dessert,0,5.5,klcc_mall,KLCC Mall,mall,1.18,0.9,0.8898651081954952
2025-11-05,cake_slice,morning,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0508120757451525
2025-11-05,cake_slice,midday,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9822221842320982
2025-11-05,cake_slice,evening,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,0.9,0.8823354964397874
2025-11-05,ham_cheese_sandwich,morning,Ham & Cheese Sandwich,Savory,8,6.6,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9187536735033967
2025-11-05,ham_cheese_sandwich,midday,Ham & Cheese Sandwich,Savory,17,5.923076923076923,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0250811077960156
2025-11-05,ham_cheese_sandwich,evening,Ham & Cheese Sandwich,Savory,0,8.5,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0670501254315505
2025-11-05,brioche,morning,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.1,1.159738471335343
2025-11-05,brioche,midday,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.0,1.2331089972805864
2025-11-05,brioche,evening,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0331527546620798
2025-11-05,coffee_bun_sweet_bun,morning,Coffee Bun / Sweet Bun,Pastry,0,3.2,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9208369503974508
2025-11-05,coffee_bun_sweet_bun,midday,Coffee Bun / Sweet Bun,Pastry,0,3.2,klcc_mall,KLCC Mall,mall,1.18,1.0,0.8294362975414953
2025-11-05,coffee_bun_sweet_bun,evening,Coffee Bun / Sweet Bun,Pastry,2,2.2,klcc_mall,KLCC Mall,mall,1.18,0.9,1.021416916987507
2025-11-06,traditional_baguette,morning,Traditional Baguette,Bread,23,1.15,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9349647123751739
2025-11-06,traditional_baguette,midday,Traditional Baguette,Bread,49,1.1838235294117647,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9667714191856251
2025-11-06,traditional_baguette,evening,Traditional Baguette,Bread,44,1.1571428571428573,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9510322560752154
2025-11-06,butter_croissant,morning,Butter Croissant,Pastry,25,1.15,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9887367290866892
2025-11-06,butter_croissant,midday,Butter Croissant,Pastry,4,1.3833333333333335,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0852784184630115
2025-11-06,butter_croissant,evening,Butter Croissant,Pastry,1,1.5,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0125638853956276
2025-11-06,pain_au_chocolat,morning,Pain au Chocolat,Pastry,27,1.25,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9873092130369049
2025-11-06,pain_au_chocolat,midday,Pain au Chocolat,Pastry,0,4.4,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9171476997739351
2025-11-06,pain_au_chocolat,evening,Pain au Chocolat,Pastry,1,1.25,klcc_mall,KLCC Mall,mall,1.18,0.9,0.8660253644236514
2025-11-06,country_sourdough,morning,Country Sourdough,Bread,16,1.617857142857143,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9610953672741336
2025-11-06,country_sourdough,midday,Country Sourdough,Bread,6,1.4333333333333331,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9956973959345343
2025-11-06,country_sourdough,evening,Country Sourdough,Bread,6,1.5416666666666667,klcc_mall,KLCC Mall,mall,1.18,0.9,1.1414343930863906
2025-11-06,blueberry_muffin,morning,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.1,1.010421961717831
2025-11-06,blueberry_muffin,midday,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0786191608818445
2025-11-06,blueberry_muffin,evening,Blueberry Muffin,Dessert,0,3.8,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9600563521168678
2025-11-06,chocolate_cookie,morning,Chocolate Cookie,Dessert,1,1.1,klcc_mall,KLCC Mall,mall,1.18,1.1,0.905204498686638
2025-11-06,chocolate_cookie,midday,Chocolate Cookie,Dessert,0,2.5,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9227906590214102
2025-11-06,chocolate_cookie,evening,Chocolate Cookie,Dessert,0,2.5,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9419819148371398
2025-11-06,brownie,morning,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,1.1,1.1702775785948132
2025-11-06,brownie,midday,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9342890656620491
2025-11-06,brownie,evening,Brownie,Dessert,0,4.0,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0670791362989076
2025-11-06,fruit_tart,morning,Fruit Tart,Dessert,2,2.1,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9277658257530379
2025-11-06,fruit_tart,midday,Fruit Tart,Dessert,4,2.1,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0745258410299394
2025-11-06,fruit_tart,evening,Fruit Tart,Dessert,1,2.1,klcc_mall,KLCC Mall,mall,1.18,0.9,1.030796077288469
2025-11-06,cake_slice,morning,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,1.1,0.9874689681873527
2025-11-06,cake_slice,midday,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9967389979091653
2025-11-06,cake_slice,evening,Cake Slice,Dessert,0,6.2,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9476169843656488
2025-11-06,ham_cheese_sandwich,morning,Ham & Cheese Sandwich,Savory,5,5.25,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0356857761185665
2025-11-06,ham_cheese_sandwich,midday,Ham & Cheese Sandwich,Savory,15,6.142857142857143,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9636013215727376
2025-11-06,ham_cheese_sandwich,evening,Ham & Cheese Sandwich,Savory,3,5.0,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9019515388986201
2025-11-06,brioche,morning,Brioche,Pastry,1,6.0,klcc_mall,KLCC Mall,mall,1.18,1.1,0.8977649940544304
2025-11-06,brioche,midday,Brioche,Pastry,0,3.8,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0138070334177696
2025-11-06,brioche,evening,Brioche,Pastry,1,6.0,klcc_mall,KLCC Mall,mall,1.18,0.9,1.126327300512835
2025-11-06,coffee_bun_sweet_bun,morning,Coffee Bun / Sweet Bun,Pastry,0,3.2,klcc_mall,KLCC Mall,mall,1.18,1.1,1.012799329085875
2025-11-06,coffee_bun_sweet_bun,midday,Coffee Bun / Sweet Bun,Pastry,0,3.2,klcc_mall,KLCC Mall,mall,1.18,1.0,0.9905089339112094
2025-11-06,coffee_bun_sweet_bun,evening,Coffee Bun / Sweet Bun,Pastry,0,3.2,klcc_mall,KLCC Mall,mall,1.18,0.9,1.0228660911682035
2025-11-07,traditional_baguette,morning,Traditional Baguette,Bread,34,1.184090909090909,klcc_mall,KLCC Mall,mall,1.18,1.1,1.104480139336546
2025-11-07,traditional_baguette,midday,Traditional Baguette,Bread,37,1.155,klcc_mall,KLCC Mall,mall,1.18,1.0,1.0175506001091086
2025-11-07,traditional_baguette,evening,Traditional Baguette,Bread,19,1.1928571428571428,klcc_mall,KLCC Mall,mall,1.18,0.9,0.9671258215333011
2025-11-07,butter_croissant,morning,Butter Croissant,Pastry,16,1.15,klcc_mall,KLCC Mall,mall,1.18,1.1,1.088503096804791
2025-11-07,butter_croissant,midday,Butter Croissant,Pastry,2,1.325,klcc_mall,KLCC Mall,mall,1.18,1.0,1.034300515076929
2025-11-07,butter_croissant,evening,Butter Croissant,Pastry,1,1.5,klcc_mall,KLCC Mall,mall,1.18,0.9,1.1228604793596793
2025-11-07,pain_au_chocolat,morning,Pain au Chocolat,Pastry,12,1.25,klcc_mall,KLCC Mall,mall,1.18,1.1,1.0146587549777526
2025-11-07,pain_au_chocolat,midday,Pain au Chocolat,Pastry,1,1.25,klcc_mall,KLCC Mall,mall,1.18,1.0,0.90204247746236
